id,peakid,geneSymbol,peakpos,peakscore,peaknumexon,peakexlength,factor_relpeakpos,exp
iduc002waz.2,iduc002waz.2_3,HDLBP,4625,3.578887986,28,2424,UTR3,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc002xlb.1,iduc002xlb.1_1,MYBL2,2490,3.402098444,14,524,AroundStop,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc003mxv.1,iduc003mxv.1_1,TXNDC5,96,3.603071881,1,295,TxStart,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc003tkf.2,iduc003tkf.2_1,POLD2,1473,3.718647565,11,259,AroundStop,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc003tqk.1,iduc003tqk.1_1,EGFR,84,3.416839742,1,334,TxStart,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc004cmh.1,iduc004cmh.1_1,TUBB2C,894,3.209739879,4,1212,CDS,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc001aox.2,iduc001aox.2_1,PARK7,150,3.718348061,2,113,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001bmv.1,iduc001bmv.1_4,ARID1A,1371,4.586644664,1,1510,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc001bys.1,iduc001bys.1_1,SFPQ,405,4.424433536,1,913,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ege.1,iduc001ege.1_1,ATP1A1,80,4.166879804,1,310,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001fei.2,iduc001fei.2_1,C1orf43,234,3.780310099,1,456,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ffh.1,iduc001ffh.1_1,ADAR,93,3.989139007,1,215,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001fjs.1,iduc001fjs.1_2,SCAMP3,1404,3.798595362,9,441,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc001flr.1,iduc001flr.1_1,DAP3,97,3.341190617,2,52,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001fol.1,iduc001fol.1_1,CCT3,208,4.728583014,1,251,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc001fpy.2,iduc001fpy.2_2,HDGF,1383,3.064320981,6,1349,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001gbr.1,iduc001gbr.1_1,ATF6,116,3.550285049,1,149,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001gfr.1,iduc001gfr.1_1,ATP1B1,78,3.308649183,1,218,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001gqg.1,iduc001gqg.1_2,SMG7,3816,3.9800253,22,2374,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001hkm.1,iduc001hkm.1_1,CENPF,94,3.543327974,1,133,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001hkm.1,iduc001hkm.1_9,CENPF,9526,4.429051113,20,981,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc001hob.2,iduc001hob.2_1,CAPN2,206,3.298226259,1,461,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc001jov.1,iduc001jov.1_5,DDX21,2527,4.38332864,15,1981,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc001jpl.2,iduc001jpl.2_1,HK1,82,3.713695815,1,164,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001kux.1,iduc001kux.1_1,GBF1,57,4.174193333,1,230,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001lke.1,iduc001lke.1_1,MKI67,98,4.370340778,1,293,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001lxc.1,iduc001lxc.1_2,NAP1L4,2186,3.374065718,16,1217,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001nrp.1,iduc001nrp.1_2,FLJ12529,2228,3.368768349,10,1976,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001nvt.1,iduc001nvt.1_1,SNHG1,1880,3.442630581,4,780,NA,HumanHEPG2UVvsHumanHEPG2HGF
iduc001oob.1,iduc001oob.1_1,GAL,105,3.329683605,1,218,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001osf.1,iduc001osf.1_4,INPPL1,4206,4.042352501,28,843,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001pgs.1,iduc001pgs.1_1,YAP1,130,3.577625859,1,570,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001puu.2,iduc001puu.2_1,HYOU1,148,3.473093734,1,186,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qio.2,iduc001qio.2_1,WNK1,144,5.074676686,1,1266,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qjb.1,iduc001qjb.1_7,ERC1,6614,3.402036485,19,3439,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qll.1,iduc001qll.1_1,TEAD4,151,3.132247798,1,152,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qpo.1,iduc001qpo.1_1,CHD4,83,3.573505591,1,86,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qqp.1,iduc001qqp.1_1,MLF2,88,3.51559472,1,165,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001shn.1,iduc001shn.1_1,CD63,158,3.472157295,1,174,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001slr.1,iduc001slr.1_1,ATP5B,158,6.106612903,1,232,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ukx.2,iduc001ukx.2_2,ANKLE2,1567,3.336782746,8,173,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ure.2,iduc001ure.2_1,GTF3A,154,3.402293389,1,395,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001vtm.1,iduc001vtm.1_1,LAMP1,157,4.806530289,1,342,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001vtw.1,iduc001vtw.1_1,TFDP1,82,4.323575948,1,148,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001whm.1,iduc001whm.1_2,PRMT5,2261,4.45904582,17,533,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ymi.1,iduc001ymi.1_1,CDC42BPB,104,3.66448284,1,407,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002aga.1,iduc002aga.1_4,MYO1E,4626,3.688913465,28,1093,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002blb.1,iduc002blb.1_1,SEC11A,1262,3.403397584,6,526,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002dbt.1,iduc002dbt.1_2,GSPT1,380,3.805612978,1,583,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc002dlz.1,iduc002dlz.1_1,PLK1,91,3.505209628,1,461,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002dtx.1,iduc002dtx.1_1,MAZ,260,4.357563172,1,360,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc002eof.1,iduc002eof.1_1,GOT2,107,4.629273345,1,203,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002fcq.1,iduc002fcq.1_2,PSMD7,1286,4.696152832,7,1000,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002fsp.1,iduc002fsp.1_4,MYO1C,4727,3.784204824,32,1567,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002fuj.1,iduc002fuj.1_1,TSR1,182,4.427510399,1,1054,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002gby.1,iduc002gby.1_1,C1QBP,79,4.521105375,1,310,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ghp.1,iduc002ghp.1_2,EIF4A1,2155,3.388705959,11,665,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002glj.1,iduc002glj.1_2,NDEL1,1857,3.405447844,9,1234,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002grt.1,iduc002grt.1_1,SREBF1,93,3.412510571,1,285,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002haz.1,iduc002haz.1_1,POLDIP2,112,3.513263147,1,208,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hdz.1,iduc002hdz.1_3,TAOK1,3773,5.172594188,20,1924,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hjq.1,iduc002hjq.1_1,AP2B1,132,3.790691592,1,166,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hqi.2,iduc002hqi.2_1,MLLT6,3203,3.126532406,19,357,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hxs.1,iduc002hxs.1_1,JUP,2847,3.518545026,14,1284,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hyx.2,iduc002hyx.2_1,KAT2A,84,3.203201156,1,399,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ibi.1,iduc002ibi.1_1,VPS25,87,3.04930764,1,93,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ilt.1,iduc002ilt.1_1,KPNB1,136,4.840706871,1,376,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002iqt.1,iduc002iqt.1_4,LRRC59,2749,3.131500842,7,1998,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002jcb.1,iduc002jcb.1_1,PSMC5,719,3.630384579,7,127,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc002jnm.2,iduc002jnm.2_2,MRPS7,1202,3.455529993,5,675,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002jyg.1,iduc002jyg.1_2,KIAA1618,355,3.066200755,1,549,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc002kbn.1,iduc002kbn.1_1,P4HB,181,3.083422125,1,342,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002kdu.1,iduc002kdu.1_3,FASN,7977,3.95419631,43,943,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002miz.1,iduc002miz.1_1,TIMM44,1491,5.000180326,13,589,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002mvs.2,iduc002mvs.2_2,FARSA,1599,3.1521503,13,417,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002mvu.1,iduc002mvu.1_2,CALR,1758,4.095018489,9,777,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002mzg.1,iduc002mzg.1_1,NDUFB7,502,3.236560672,3,188,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ndt.1,iduc002ndt.1_2,FAM32A,771,3.658044459,4,1160,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002odj.1,iduc002odj.1_1,CAPNS1,158,3.224657734,2,224,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002oja.1,iduc002oja.1_6,ACTN4,3284,3.068730104,21,1257,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002oja.1,iduc002oja.1_5,ACTN4,2801,4.212571672,21,1257,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002olu.1,iduc002olu.1_3,TIMM50,1881,3.703396061,11,1170,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ria.2,iduc002ria.2_3,TMEM214,2945,3.449307401,17,987,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002rji.1,iduc002rji.1_1,CAD,7009,3.95373085,44,371,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002sow.1,iduc002sow.1_1,TMSB10,333,4.534562312,3,287,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002tra.1,iduc002tra.1_1,IMP4,69,3.405652061,2,109,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ufk.1,iduc002ufk.1_1,SSB,67,5.800843149,1,98,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002vhd.1,iduc002vhd.1_1,ARPC2,101,3.405192599,1,104,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002waz.2,iduc002waz.2_3,HDLBP,4625,3.578887986,28,2424,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002waz.2,iduc002waz.2_5,HDLBP,5886,3.570430171,28,2424,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002wwp.1,iduc002wwp.1_1,TPX2,282,3.414394444,1,521,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc002xlb.1,iduc002xlb.1_1,MYBL2,2490,3.402098444,14,524,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002xmt.1,iduc002xmt.1_1,YWHAB,95,3.766283052,1,184,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002xpm.1,iduc002xpm.1_1,UBE2C,90,3.483216929,1,181,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002xvf.1,iduc002xvf.1_1,TMEM189-UBE2V1,71,3.202260984,1,207,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ylz.1,iduc002ylz.1_1,APP,130,3.917325663,1,251,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002zdm.2,iduc002zdm.2_3,PDXK,2520,3.006796691,11,6357,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002zds.2,iduc002zds.2_1,RRP1,121,4.045365304,1,226,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003apg.1,iduc003apg.1_1,MYH9,72,3.405428259,1,130,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003apr.1,iduc003apr.1_1,EIF3D,163,5.252235355,2,133,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003azu.1,iduc003azu.1_1,RANGAP1,112,3.199237165,1,227,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003cgv.1,iduc003cgv.1_1,GOLGA4,245,4.919070581,1,376,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc003cub.1,iduc003cub.1_1,UQCRC1,98,4.341727037,1,114,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003djj.1,iduc003djj.1_5,FLNB,9352,4.430151436,46,1676,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003ekh.1,iduc003ekh.1_2,RUVBL1,1428,3.725415231,11,450,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc003ffe.2,iduc003ffe.2_1,GOLIM4,84,5.218974857,1,531,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003fsf.1,iduc003fsf.1_1,LEPREL1,343,5.15578712,1,678,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003hya.1,iduc003hya.1_1,NPNT,75,4.735792928,1,276,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003jbr.1,iduc003jbr.1_3,TRIP13,2068,3.064379228,13,1038,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003jff.1,iduc003jff.1_2,TRIO,7333,6.522254575,48,797,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003lam.1,iduc003lam.1_1,H2AFY,83,3.431523041,1,177,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003ldf.1,iduc003ldf.1_1,HSPA9,111,4.163901214,1,189,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003lvp.1,iduc003lvp.1_2,LARP1,569,3.031172289,1,865,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003lvp.1,iduc003lvp.1_5,LARP1,4397,4.818269337,19,3717,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mej.2,iduc003mej.2_1,FAF2,77,3.599955215,1,116,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mkw.2,iduc003mkw.2_1,SQSTM1,152,4.140772824,1,300,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mlh.1,iduc003mlh.1_4,TBC1D9B,4862,3.240886714,22,2058,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mxp.1,iduc003mxp.1_12,DSP,8556,4.175723355,24,4072,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mxv.1,iduc003mxv.1_1,TXNDC5,96,3.603071881,1,295,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003ncd.1,iduc003ncd.1_1,NUP153,156,4.934044647,1,311,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003nfw.1,iduc003nfw.1_1,HIST1H1C,79,3.667301658,1,732,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003nlr.1,iduc003nlr.1_3,TRIM27,2757,3.194822505,8,1664,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003nvb.2,iduc003nvb.2_1,BAT2,127,3.146999138,1,186,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003nwr.1,iduc003nwr.1_1,CLIC1,125,3.389067585,1,303,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003sly.1,iduc003sly.1_1,EIF3B,96,4.13006103,1,582,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003tkf.2,iduc003tkf.2_1,POLD2,1473,3.718647565,11,259,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc003tns.1,iduc003tns.1_4,IGFBP3,1699,3.652633864,5,1590,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003tqk.1,iduc003tqk.1_1,EGFR,84,3.416839742,1,334,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003tyc.1,iduc003tyc.1_1,BAZ1B,104,3.812840461,1,452,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003uno.1,iduc003uno.1_1,PEG10,1436,3.127468202,3,5185,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003xql.1,iduc003xql.1_1,MCM4,145,4.379551653,1,281,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003yhz.1,iduc003yhz.1_1,MTDH,87,3.815454284,1,709,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003yjs.1,iduc003yjs.1_2,PABPC1,635,4.708087199,1,697,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003yjs.1,iduc003yjs.1_1,PABPC1,270,3.712221211,1,697,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc003yoa.1,iduc003yoa.1_2,EIF3H,1135,4.267989288,8,288,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc003zaf.1,iduc003zaf.1_12,PLEC1,14390,3.274237815,32,7243,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc003zsd.1,iduc003zsd.1_1,DNAJA1,150,3.883339713,1,173,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003zzu.1,iduc003zzu.1_1,GRHPR,93,3.697923493,1,124,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc004bde.1,iduc004bde.1_3,RAD23B,3179,3.168000125,10,2647,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc004cfe.1,iduc004cfe.1_2,COL5A1,3592,3.666741703,41,54,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc004dfe.1,iduc004dfe.1_1,DDX3X,589,5.103077947,1,900,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc004dho.1,iduc004dho.1_1,PCTK1,2654,4.860111483,16,1265,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc004ear.1,iduc004ear.1_1,RPS4X,125,4.527874949,2,78,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc004fjm.1,iduc004fjm.1_1,ARD1A,100,3.858975614,1,132,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc004fmm.1,iduc004fmm.1_2,DKC1,1908,4.548821908,15,887,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc009xez.1,iduc009xez.1_1,OBSCN,560,4.367021533,2,1006,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc009zyd.1,iduc009zyd.1_4,NCOR2,7831,3.177979579,48,1169,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc010cpw.1,iduc010cpw.1_1,ALKBH5,689,3.366700634,1,1461,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc010dka.1,iduc010dka.1_1,TYMS,134,4.073751695,1,344,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc010ehj.1,iduc010ehj.1_1,AXL,83,4.321206567,1,275,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc010lqs.1,iduc010lqs.1_1,UBE3C,80,3.648164353,1,378,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001aif.1,iduc001aif.1_1,GNB1,96,4.548371034,1,237,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001aox.2,iduc001aox.2_1,PARK7,150,3.718348061,2,113,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001aox.2,iduc001aox.2_2,PARK7,746,3.517046848,7,389,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001aqh.1,iduc001aqh.1_3,CLSTN1,4464,3.144454314,19,1685,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bbi.1,iduc001bbi.1_1,UBR4,75,5.253435251,1,180,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bmv.1,iduc001bmv.1_2,ARID1A,655,6.196320061,1,1510,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bmv.1,iduc001bmv.1_4,ARID1A,1371,4.586644664,1,1510,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bro.1,iduc001bro.1_1,SFRS4,1645,5.485641498,6,1376,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bys.1,iduc001bys.1_1,SFPQ,405,4.424433536,1,913,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001coi.1,iduc001coi.1_1,NASP,79,3.724407741,1,161,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001cse.1,iduc001cse.1_1,FAF1,104,3.114951166,1,498,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ege.1,iduc001ege.1_1,ATP1A1,80,4.166879804,1,310,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ehz.1,iduc001ehz.1_1,PHGDH,106,3.716124498,1,274,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001etj.1,iduc001etj.1_1,SF3B4,340,3.87017103,1,345,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001eum.2,iduc001eum.2_2,PRPF3,1173,3.889879993,7,307,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001eyc.1,iduc001eyc.1_1,PSMB4,98,3.463835044,1,163,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001eyd.1,iduc001eyd.1_2,POGZ,4657,3.448900951,19,3741,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ezn.1,iduc001ezn.1_1,S100A11,93,3.056984488,1,123,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fei.2,iduc001fei.2_1,C1orf43,234,3.780310099,1,456,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ffh.1,iduc001ffh.1_1,ADAR,93,3.989139007,1,215,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fho.1,iduc001fho.1_1,KRTCAP2,112,3.637301103,2,155,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001flr.1,iduc001flr.1_1,DAP3,97,3.341190617,2,52,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fmi.1,iduc001fmi.1_2,KIAA0907,2624,5.069998936,14,1276,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001foc.2,iduc001foc.2_1,SMG5,98,3.285180692,1,223,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fol.1,iduc001fol.1_3,CCT3,1946,6.613891274,14,343,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fol.1,iduc001fol.1_2,CCT3,1613,4.279360589,12,246,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fol.1,iduc001fol.1_1,CCT3,208,4.728583014,1,251,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fpy.2,iduc001fpy.2_1,HDGF,130,3.393764701,1,409,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fvv.2,iduc001fvv.2_1,COPA,384,4.015865322,1,434,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fxu.1,iduc001fxu.1_1,PFDN2,118,5.297334264,1,125,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gbr.1,iduc001gbr.1_1,ATF6,116,3.550285049,1,149,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gce.2,iduc001gce.2_2,UAP1,2004,4.708780626,10,573,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gfr.1,iduc001gfr.1_1,ATP1B1,78,3.308649183,1,218,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gpy.2,iduc001gpy.2_5,LAMC1,5816,3.936116074,28,3059,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gqg.1,iduc001gqg.1_2,SMG7,3816,3.9800253,22,2374,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gsm.1,iduc001gsm.1_2,UCHL5,1214,3.637111269,11,627,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hkm.1,iduc001hkm.1_1,CENPF,94,3.543327974,1,133,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hkm.1,iduc001hkm.1_4,CENPF,4584,3.505083737,12,3404,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hkm.1,iduc001hkm.1_9,CENPF,9526,4.429051113,20,981,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hks.1,iduc001hks.1_1,KCTD3,69,4.806849688,1,377,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hob.2,iduc001hob.2_1,CAPN2,206,3.298226259,1,461,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hsh.1,iduc001hsh.1_1,GUK1,108,4.750688119,2,165,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hsh.1,iduc001hsh.1_2,GUK1,1010,3.354112072,9,287,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ibr.1,iduc001ibr.1_1,SCCPDH,81,3.642701572,1,537,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001igp.1,iduc001igp.1_1,PFKP,2380,3.733203675,22,355,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ipa.1,iduc001ipa.1_1,VIM,429,5.045336257,1,710,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001iwe.2,iduc001iwe.2_1,KIF5B,132,6.358284895,1,596,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001jov.1,iduc001jov.1_5,DDX21,2527,4.38332864,15,1981,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001jsm.1,iduc001jsm.1_1,PSAP,160,3.564456845,2,134,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001kcs.1,iduc001kcs.1_1,GHITM,188,6.682994584,2,168,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001kuo.2,iduc001kuo.2_1,NOLC1,289,3.526417289,1,355,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001kxj.1,iduc001kxj.1_7,SH3PXD2A,10289,3.02103548,14,9763,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
