id,geneSymbol,peakpos,peakscore,peaknumexon,peakexlength,factor_relpeakpos,exp
iduc002dlz.1,PLK1,91.00,3.50,1.00,461.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002dtx.1,MAZ,260.00,4.35,1.00,360.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc002eof.1,GOT2,107.00,4.62,1.00,203.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002fcq.1,PSMD7,1286.00,4.69,7.00,1000.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002fsp.1,MYO1C,4727.00,3.78,32.00,1567.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002fuj.1,TSR1,182.00,4.42,1.00,1054.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002gby.1,C1QBP,79.00,4.52,1.00,310.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ghp.1,EIF4A1,2155.00,3.38,11.00,665.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002glj.1,NDEL1,1857.00,3.40,9.00,1234.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002grt.1,SREBF1,93.00,3.41,1.00,285.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002haz.1,POLDIP2,112.00,3.51,1.00,208.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hdz.1,TAOK1,3773.00,5.17,20.00,1924.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hjq.1,AP2B1,132.00,3.79,1.00,166.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hqi.2,MLLT6,3203.00,3.12,19.00,357.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hxs.1,JUP,2847.00,3.51,14.00,1284.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002hyx.2,KAT2A,84.00,3.20,1.00,399.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ibi.1,VPS25,87.00,3.04,1.00,93.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ilt.1,KPNB1,136.00,4.84,1.00,376.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002iqt.1,LRRC59,2749.00,3.13,7.00,1998.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002jcb.1,PSMC5,719.00,3.63,7.00,127.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc002jnm.2,MRPS7,1202.00,3.45,5.00,675.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002jyg.1,KIAA1618,355.00,3.06,1.00,549.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc002kbn.1,P4HB,181.00,3.08,1.00,342.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002kdu.1,FASN,7977.00,3.95,43.00,943.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002miz.1,TIMM44,1491.00,5.00,13.00,589.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002mvs.2,FARSA,1599.00,3.15,13.00,417.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002mvu.1,CALR,1758.00,4.09,9.00,777.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002mzg.1,NDUFB7,502.00,3.23,3.00,188.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ndt.1,FAM32A,771.00,3.65,4.00,1160.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002odj.1,CAPNS1,158.00,3.22,2.00,224.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002oja.1,ACTN4,3284.00,3.06,21.00,1257.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002oja.1,ACTN4,2801.00,4.21,21.00,1257.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002olu.1,TIMM50,1881.00,3.70,11.00,1170.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ria.2,TMEM214,2945.00,3.44,17.00,987.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002rji.1,CAD,7009.00,3.95,44.00,371.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002sow.1,TMSB10,333.00,4.53,3.00,287.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002tra.1,IMP4,69.00,3.40,2.00,109.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ufk.1,SSB,67.00,5.80,1.00,98.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002vhd.1,ARPC2,101.00,3.40,1.00,104.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002waz.2,HDLBP,4625.00,3.57,28.00,2424.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002waz.2,HDLBP,5886.00,3.57,28.00,2424.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002wwp.1,TPX2,282.00,3.41,1.00,521.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc002xlb.1,MYBL2,2490.00,3.40,14.00,524.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc002xmt.1,YWHAB,95.00,3.76,1.00,184.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002xpm.1,UBE2C,90.00,3.48,1.00,181.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002xvf.1,TMEM189-UBE2V1,71.00,3.20,1.00,207.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002ylz.1,APP,130.00,3.91,1.00,251.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002zdm.2,PDXK,2520.00,3.00,11.00,6357.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002zds.2,RRP1,121.00,4.04,1.00,226.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003apg.1,MYH9,72.00,3.40,1.00,130.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003apr.1,EIF3D,163.00,5.25,2.00,133.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003azu.1,RANGAP1,112.00,3.19,1.00,227.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003cgv.1,GOLGA4,245.00,4.91,1.00,376.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc003cub.1,UQCRC1,98.00,4.34,1.00,114.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003djj.1,FLNB,9352.00,4.43,46.00,1676.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003ekh.1,RUVBL1,1428.00,3.72,11.00,450.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc003ffe.2,GOLIM4,84.00,5.21,1.00,531.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003fsf.1,LEPREL1,343.00,5.15,1.00,678.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003hya.1,NPNT,75.00,4.73,1.00,276.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003jbr.1,TRIP13,2068.00,3.06,13.00,1038.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003jff.1,TRIO,7333.00,6.52,48.00,797.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003lam.1,H2AFY,83.00,3.43,1.00,177.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003ldf.1,HSPA9,111.00,4.16,1.00,189.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003lvp.1,LARP1,569.00,3.03,1.00,865.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003lvp.1,LARP1,4397.00,4.81,19.00,3717.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mej.2,FAF2,77.00,3.59,1.00,116.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mkw.2,SQSTM1,152.00,4.14,1.00,300.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mlh.1,TBC1D9B,4862.00,3.24,22.00,2058.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mxp.1,DSP,8556.00,4.17,24.00,4072.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003mxv.1,TXNDC5,96.00,3.60,1.00,295.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003ncd.1,NUP153,156.00,4.93,1.00,311.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003nfw.1,HIST1H1C,79.00,3.66,1.00,732.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003nlr.1,TRIM27,2757.00,3.19,8.00,1664.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003nvb.2,BAT2,127.00,3.14,1.00,186.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003nwr.1,CLIC1,125.00,3.38,1.00,303.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003sly.1,EIF3B,96.00,4.13,1.00,582.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003tkf.2,POLD2,1473.00,3.71,11.00,259.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc003tns.1,IGFBP3,1699.00,3.65,5.00,1590.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc003tqk.1,EGFR,84.00,3.41,1.00,334.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003tyc.1,BAZ1B,104.00,3.81,1.00,452.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003uno.1,PEG10,1436.00,3.12,3.00,5185.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003xql.1,MCM4,145.00,4.37,1.00,281.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003yhz.1,MTDH,87.00,3.81,1.00,709.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003yjs.1,PABPC1,635.00,4.70,1.00,697.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc003yjs.1,PABPC1,270.00,3.71,1.00,697.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc003yoa.1,EIF3H,1135.00,4.26,8.00,288.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc003zaf.1,PLEC1,14390.00,3.27,32.00,7243.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc003zsd.1,DNAJA1,150.00,3.88,1.00,173.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc003zzu.1,GRHPR,93.00,3.69,1.00,124.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc004bde.1,RAD23B,3179.00,3.16,10.00,2647.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc004cfe.1,COL5A1,3592.00,3.66,41.00,54.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc004dfe.1,DDX3X,589.00,5.10,1.00,900.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc004dho.1,PCTK1,2654.00,4.86,16.00,1265.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc004ear.1,RPS4X,125.00,4.52,2.00,78.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc004fjm.1,ARD1A,100.00,3.85,1.00,132.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc004fmm.1,DKC1,1908.00,4.54,15.00,887.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc009xez.1,OBSCN,560.00,4.36,2.00,1006.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc009zyd.1,NCOR2,7831.00,3.17,48.00,1169.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc010cpw.1,ALKBH5,689.00,3.36,1.00,1461.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc010dka.1,TYMS,134.00,4.07,1.00,344.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc010ehj.1,AXL,83.00,4.32,1.00,275.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc010lqs.1,UBE3C,80.00,3.64,1.00,378.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001aif.1,GNB1,96.00,4.54,1.00,237.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001aox.2,PARK7,150.00,3.71,2.00,113.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001aox.2,PARK7,746.00,3.51,7.00,389.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001aqh.1,CLSTN1,4464.00,3.14,19.00,1685.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bbi.1,UBR4,75.00,5.25,1.00,180.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bmv.1,ARID1A,655.00,6.19,1.00,1510.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bmv.1,ARID1A,1371.00,4.58,1.00,1510.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bro.1,SFRS4,1645.00,5.48,6.00,1376.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bys.1,SFPQ,405.00,4.42,1.00,913.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001coi.1,NASP,79.00,3.72,1.00,161.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001cse.1,FAF1,104.00,3.11,1.00,498.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ege.1,ATP1A1,80.00,4.16,1.00,310.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ehz.1,PHGDH,106.00,3.71,1.00,274.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001etj.1,SF3B4,340.00,3.87,1.00,345.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001eum.2,PRPF3,1173.00,3.88,7.00,307.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001eyc.1,PSMB4,98.00,3.46,1.00,163.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001eyd.1,POGZ,4657.00,3.44,19.00,3741.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ezn.1,S100A11,93.00,3.05,1.00,123.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fei.2,C1orf43,234.00,3.78,1.00,456.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ffh.1,ADAR,93.00,3.98,1.00,215.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fho.1,KRTCAP2,112.00,3.63,2.00,155.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001flr.1,DAP3,97.00,3.34,2.00,52.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fmi.1,KIAA0907,2624.00,5.06,14.00,1276.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001foc.2,SMG5,98.00,3.28,1.00,223.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fol.1,CCT3,1946.00,6.61,14.00,343.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fol.1,CCT3,1613.00,4.27,12.00,246.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fol.1,CCT3,208.00,4.72,1.00,251.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fpy.2,HDGF,130.00,3.39,1.00,409.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fvv.2,COPA,384.00,4.01,1.00,434.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001fxu.1,PFDN2,118.00,5.29,1.00,125.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gbr.1,ATF6,116.00,3.55,1.00,149.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gce.2,UAP1,2004.00,4.70,10.00,573.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gfr.1,ATP1B1,78.00,3.30,1.00,218.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gpy.2,LAMC1,5816.00,3.93,28.00,3059.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gqg.1,SMG7,3816.00,3.98,22.00,2374.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001gsm.1,UCHL5,1214.00,3.63,11.00,627.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hkm.1,CENPF,94.00,3.54,1.00,133.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hkm.1,CENPF,4584.00,3.50,12.00,3404.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hkm.1,CENPF,9526.00,4.42,20.00,981.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hks.1,KCTD3,69.00,4.80,1.00,377.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hob.2,CAPN2,206.00,3.29,1.00,461.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hsh.1,GUK1,108.00,4.75,2.00,165.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001hsh.1,GUK1,1010.00,3.35,9.00,287.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ibr.1,SCCPDH,81.00,3.64,1.00,537.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001igp.1,PFKP,2380.00,3.73,22.00,355.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ipa.1,VIM,429.00,5.04,1.00,710.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001iwe.2,KIF5B,132.00,6.35,1.00,596.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001jov.1,DDX21,2527.00,4.38,15.00,1981.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001jsm.1,PSAP,160.00,3.56,2.00,134.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001kcs.1,GHITM,188.00,6.68,2.00,168.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001kuo.2,NOLC1,289.00,3.52,1.00,355.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001kxj.1,SH3PXD2A,10289.00,3.02,14.00,9763.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ljb.2,BCCIP,926.00,5.85,7.00,452.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lke.1,MKI67,98.00,4.37,1.00,293.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lqt.1,EPS8L2,2941.00,4.61,21.00,827.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lsb.1,CD151,1139.00,3.66,8.00,703.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lxc.1,NAP1L4,2186.00,3.37,16.00,1217.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lyh.1,NUP98,210.00,4.62,1.00,263.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lyw.2,RRM1,226.00,5.85,1.00,338.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nmx.2,ZFP91,152.00,6.06,1.00,509.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nqa.2,CCDC86,1409.00,4.62,4.00,883.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nqf.1,PRPF19,88.00,3.61,1.00,221.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nrc.2,DDB1,1040.00,3.62,7.00,159.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nrp.1,FLJ12529,2228.00,3.36,10.00,1976.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ntq.1,MTA2,157.00,3.89,1.00,409.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nvt.1,SNHG1,1880.00,3.44,4.00,780.00,NA,HumanHEPG2UVvsHumanHEPG2IFN
iduc001odx.1,MALAT1,518.00,3.07,2.00,7984.00,NA,HumanHEPG2UVvsHumanHEPG2IFN
iduc001onu.1,SAPS3,4465.00,5.15,23.00,2268.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001osf.1,INPPL1,4206.00,4.04,28.00,843.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001pbm.1,PICALM,95.00,5.28,1.00,416.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001pgs.1,YAP1,130.00,3.57,1.00,570.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001pqe.1,PAFAH1B2,1044.00,5.01,6.00,678.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ptq.1,ARCN1,90.00,4.11,1.00,155.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qio.2,WNK1,144.00,5.07,1.00,1266.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qjb.1,ERC1,6614.00,3.40,19.00,3439.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qll.1,TEAD4,151.00,3.13,1.00,152.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qpo.1,CHD4,6145.00,7.40,40.00,612.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qpo.1,CHD4,83.00,3.57,1.00,86.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qsd.1,PHB2,1260.00,4.01,9.00,361.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001reh.1,PDE3A,111.00,5.97,1.00,982.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001rpg.1,SLC38A2,71.00,5.73,1.00,256.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001shn.1,CD63,158.00,3.47,1.00,174.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001slr.1,ATP5B,158.00,6.10,1.00,232.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001svb.1,CCT2,102.00,6.49,2.00,75.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001tkn.2,TXNRD1,391.00,3.97,4.00,110.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ukx.2,ANKLE2,1567.00,3.33,8.00,173.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ure.2,GTF3A,154.00,3.40,1.00,395.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001utj.1,HSPH1,90.00,3.29,1.00,505.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001vjv.1,LMO7,1413.00,5.30,7.00,720.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001vtm.1,LAMP1,157.00,4.80,1.00,342.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001vtw.1,TFDP1,82.00,4.32,1.00,148.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001whm.1,PRMT5,2261.00,4.45,17.00,533.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001wmv.1,IPO4,1064.00,3.13,1.00,1090.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001wtd.1,PSMA6,87.00,5.34,1.00,185.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001xtw.1,AHSA1,107.00,5.24,1.00,211.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001xue.2,C14orf156,97.00,4.78,1.00,127.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001yks.1,DYNC1H1,12711.00,3.51,70.00,171.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ymi.1,CDC42BPB,104.00,3.66,1.00,407.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001yno.1,KLC1,94.00,6.07,1.00,307.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001zkh.1,THBS1,87.00,3.20,1.00,150.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002abm.1,TMOD3,70.00,4.88,1.00,145.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002aga.1,MYO1E,4626.00,3.68,28.00,1093.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002arl.1,ANP32A,76.00,3.98,1.00,187.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002blb.1,SEC11A,1262.00,3.40,6.00,526.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002bpb.2,CIB1,199.00,3.08,1.00,213.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002cni.2,NDUFB10,124.00,3.18,1.00,239.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002dbt.1,GSPT1,2409.00,4.01,15.00,490.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002dbt.1,GSPT1,380.00,3.80,1.00,583.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002dlz.1,PLK1,91.00,3.50,1.00,461.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002dtx.1,MAZ,260.00,4.35,1.00,360.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ead.1,SETD1A,90.00,3.55,1.00,671.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002eup.1,NUTF2,56.00,3.89,1.00,70.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fcb.1,DHX38,288.00,3.44,1.00,336.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fcq.1,PSMD7,1286.00,4.69,7.00,1000.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fmx.1,ANKRD11,6374.00,3.17,9.00,6578.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fmx.1,ANKRD11,7166.00,5.10,9.00,6578.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fsp.1,MYO1C,4727.00,3.78,32.00,1567.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fuj.1,TSR1,182.00,4.42,1.00,1054.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gan.1,KIF1C,3199.00,3.19,23.00,1234.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gbm.2,RABEP1,4065.00,3.41,19.00,2243.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gbo.1,NUP88,94.00,5.18,1.00,323.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gby.1,C1QBP,79.00,4.52,1.00,310.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ghm.1,SENP3,725.00,3.73,2.00,726.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ghp.1,EIF4A1,2155.00,3.38,11.00,665.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gjd.2,CHD3,6438.00,3.79,40.00,1294.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002glj.1,NDEL1,1857.00,3.40,9.00,1234.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
